fy_rec'd,epa_file_#,summary_status,_merge,named_entity,clean_date_received,recent_status_date,time_difference,detailed_status,primary_status_map,simplified_status,compare_statuses,reason_for_rejection_if_applicable,presidential_administration,environmental_justice_issue_cited,city,state,zip_code,community_impacted,referred_agency,is_unique,filed_by_a_lawyer,group_filing,filed_on_behalf_of,epa_initiated_compliance_review,complaint_about_environmental_justice_matter,notes_on_ej_categorization,more_than_one_complaint,total_related_complaints,related_complaint_numbers,complaint_link,notes,additional_notes,disc_basis_1,disc_basis_2,related_documents,origin,final_adjudication_&_reason,disc_basis_3,disc_basis_4,disc_basis_5
fy23,02rno-23-r3,active,both,delaware dept. of natural resources & envir. control,2022-12-22,2023-06-13,173.0,pending: under jurisdictional review,pending,pending: under jurisdictional review,False,,Biden,Proposal for methane gas production plant and refinery in a disproportionately impacted EJ community,Seaford,DE,19973,"Black & Latino residents, limited English proficeny ",,yes,Unclear,Redacted individuals and/or groups,,No,Yes,,,2.0,"03rno-23-r3, 02rno-23-r3",https://www.epa.gov/system/files/documents/2023-01/02RNO-23-R3%20Complaint_Redacted.pdf,,,race, national origin,02rno-23-r3 complaint (pdf) (2.66 mb),epa,,,,
fy23,02r-23-r6,active,both,louisiana deq (town of mansura),2022-12-16,2023-06-13,179.0,pending: under jurisdictional review,pending,pending: under jurisdictional review,False,,Biden,"Town operating an ""illegal dump site"" in a Black community (no permits, etc.)",Mansura,LA,71350,Black residents,,yes,No,Redacted individual,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2023-01/02R-23-R6%20Complaint_Redacted.pdf,,,race,,02r-23-r6 complaint (pdf) (307.67 kb),epa,,,,
fy23,01rno-23-r9,active,both,california state water resources control board,2022-12-16,2023-06-13,179.0,pending: under jurisdictional review,pending,pending: under jurisdictional review,False,,Biden,"State failed to review and update water quality standards in the San Francisco Bay/Sacramento-San Joaquin Delta Estuary, allowing waterways ""to descend into ecological crisis, with the resulting environmental burdens falling most heavily on Native tribes and other communities of color.""",San Francisco Bay/Sacramento-San Joaquin region,CA,multiple,"Tribal members, other communities of color",,yes,Yes,Mills Legal Clinic at Stanford Law School,Shingle Springs Band of Miwok Indians; Winnemem Wintu Tribe; Little Manila Rising; Restore the Delta; Save California Salmon,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2023-03/01RNO-23-R9%20Complaint%20and%20Exhibit%20Index_Redacted.pdf,"Unredacted complaint: https://www.restorethedelta.org/wp-content/uploads/2022-12-16-Bay-Delta-Complaint-and-Petition.pdf. From the complaint: ""Its waterways are plagued by dangerously low flows, native fish die-offs, high water temperatures, encroaching salinity, and overgrowths of toxic algae or cyanobacteria known as harmful algal blooms.""",,race, national origin,01rno-23-r9 complaint and exhibit index (pdf) (5.62 mb) 01rno-23-r9 complaint support ltr (pdf) (327.01 kb),epa,,,,
fy23,01rno-23-r1,closed,left_only,city of malden (ma),2022-12-14,2023-02-23,71.0,rejected and referred to hud 2/23/2023: lack of jurisdiction,rejected and referred,,False,,,,,,,,hud ,,,,,,,,,,,,,,race, national origin,01no-23-r1 complaint (pdf) (310.33 kb) 01rno-23-r1 rec reject-referral (pdf) (202.34 kb) 01rno-23-r1 hud referral (pdf) (118.38 kb),epa,,,,
fy23,04x-23-r5,closed,both,"carroll county, il sheriff dept.",2022-11-27,2022-12-06,9.0,"rejected 12/6/2022: lack of discriminatory act, lack of timeliness",rejected,rejected,True,"Lack of discriminatory act, lack of timeliness",Biden,"Grab bag of chemicals mentioned, but not the basis; letter suggests mental confusion",Savanna,IL,61074,Not mentioned,,yes,No,Redacted individual,,No,No,No discrimination cited,,1.0,,https://www.epa.gov/system/files/documents/2023-01/04X-23-R5%20Complaint_Redacted_0.pdf,"Though the complaint mentions chemical exposure, seems likely that there's a mental health concern at play (""There is anhydrous ammonia with no asulterants in my toilet and before it was benzine. Sometimes I piss in the toilet and it creates mustard gas. ... The sheriff's department and police Department ... kill people in the back of ambulances and in the hospitals. They use mustard gas when you open the window to kill people and the Department of Justice is in town it seems to catch these guys. Their uniforms are covered in these chemicals when they do house visits and my house seems to be filled with benzine.""",,,,04x-23-r5 correspondence (pdf) (100.13 kb) 04x-23-r5 correspondence response (pdf) (85.86 kb),epa,,,,
fy23,05no-23-r6,active,both,texas comm. on envir. quality,2022-11-16,2023-06-13,209.0,pending: under jurisdictional review,pending,pending: under jurisdictional review,False,,Biden,Lack of ability to comment on wastewater permit because there was no notice in Spanish of a hearing,Spring Branch,TX,78070,Spanish-speaking residents,,yes,No,Redacted individual,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2023-01/05NO-23-R6%20Complaint_Redacted.pdf,ZIP code and community pulled from the wastewater permit number referenced in the complaint,,national origin,,05no-23-r6 complaint (pdf) (166.46 kb),epa,,,,
fy23,03x-23-r6,closed,both,caddo corr. center (louisiana),2022-11-08,2022-11-09,1.0,rejected and referred to doj 11/9/2022: lack of jurisdiction,rejected and referred,rejected and referred,True,Lack of jurisdiction,Biden,"Environment ""unsanitary and inhumane"" (references COVID)",Shreveport,LA,71137,Inmates,doj ,yes,No,Redacted individual,,No,No,Complaint did reference unsanitary environment but is focused on COVID and other illnesses. Does not have a clear environment connection.,,1.0,,https://www.epa.gov/system/files/documents/2022-11/03X-23-R6%20Complaint_Redacted.pdf,Complaint did reference unsanitary environment but is focused on COVID and other illnesses. Does not have a clear environment connection.,,,,03x-23-r6 complaint (pdf) (1.55 mb) 03x-23-r6 doj referral (pdf) (210.56 kb) 03x-22-r6 rec reject-referral (pdf) (228.06 kb),epa,,,,
fy23,03x-23-r5,closed,both,kinross corr. facility (michigan),2022-11-02,2022-11-08,6.0,rejected and referred to doj 11/8/2022: lack of jurisdiction,rejected and referred,rejected and referred,True,Lack of jurisdiction,Biden,None listed,Kincheloe,MI,49788,Inmates,doj ,yes,No,Redacted individual,,No,No,The complaint did not include any environmental issues. It was focused on an allegation that the person was misidentified as a different inmate and had been transferred from a Tennessee jail to a Michigan prison.,,1.0,,https://www.epa.gov/system/files/documents/2022-11/03X-23-R5%20Complaint_Redacted.pdf,The complaint did not include any environmental issues. It was focused on an allegation that the person was misidentified as a different inmate and had been transferred from a Tennessee jail to a Michigan prison.,,,,03x-23-r5 complaint (pdf) (1.76 mb) 03x-23-r5 doj referral (pdf) (127.61 kb) 03x-23-r5 rec reject-referral (pdf) (133.35 kb) 03x-23-r5 complaint 2 (pdf) (2.95 mb) 03x-23-r5 complaint 3 (pdf) (3.26 mb),epa,,,,
fy23,02rno-23-r5,closed,both,illinois epa,2022-10-31,2023-01-05,66.0,rejected/admin. closure 1/5/2023: anonymous complaint,rejected,rejected,True,anonymous complaint,Biden,"State EPA approving air permits and allowing its minor modifications process to ""circumvent meaningful public participation"" in ""EJ areas""","""impacted communities in Illinois"" (one of the facilities listed is in Cicero)",IL,60804,"""discrimination on the basis of Race, Color and National Origin""; ""EJ areas""",,yes,No,Redacted individual,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-11/02RNO-23-R5%20Complaint_Redacted.pdf,ZIP code and community pulled from the Illinois EPA site,,race, national origin,02rno-23-r5 complaint (pdf) (120.93 kb) 02rno-23-r5 rec rejection (pdf) (183.43 kb),epa,,,,
fy23,01r-23-r6,closed,both,"city of corpus christi, tx",2022-10-26,2023-03-22,147.0,rejected w/o prejudice in light of pending hud investigation: 3/22/2023,rejected,rejected,True,Pending other agency investigation,Biden,Siting a desalination plant in an overburdened EJ community,Corpus Christi,TX,78401,Black & Latino residents ,hud,yes,Yes,Earthjustice,Hillcrest Residents Association; Citizens Alliance for Fairness and Progress,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-11/01R-23-R6%20Complaint%20and%20Exhibits_Redacted.pdf,"Flagging that this community has a ton of polluting sites, including highways. The Federal Highway Administration stepped in years ago to get the state to mitigate related to a bridge project, but no action has been taken: https://www.caller.com/story/news/local/2023/02/28/complaint-txdot-has-notcompleted-harbor-bridge-mitigation-for-hillcrest/69936380007/. Most residents have left: ""The complaint comes as most of Hillcrest's residents have left the neighborhood, opting into a Port of Corpus Christi-run land acquisition and relocation program created as a result of a civil rights complaint against the bridge project. Last year, the city estimated that 150 households — down from 500 in 2015 — remained in Hillcrest."" (I -- Jamie -- was there in 2018: https://apps.publicintegrity.org/blowout/texas-oil-gas-boom-port-cities/) Unredacted version of the complaint: https://earthjustice.org/wp-content/uploads/inner_harbor_title_vi_complaint_oct26_final.pdf",,race,,01r-23-r6 complaint and exhibits (pdf) (47.74 mb) 01r-23-r6 rec rejection ltr (pdf) (208.89 kb),epa,,,,
fy23,01r-23-r3,active,both,city of baltimore dept. of public works,2022-10-24,2023-06-13,232.0,pending: under jurisdictional review,pending,pending: under jurisdictional review,False,,Biden,Residents not notified promptly about E. coli in the drinking water,Baltimore,MD,"multiple: West Baltimore, but complainant is in 21229",primarily Black community,,yes,No,Redacted individual,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-11/01R-23-R3%20Complaint_Redacted.pdf,,,race,,01r-23-r3 complaint (pdf) (1.49 mb),epa,,,,
fy23,01rno-23-r5,closed,both,indiana dept. of envir. mgmt.,2022-10-21,2023-01-26,97.0,rejected w/o prejudice - pending in-state petitions: 1/26/2023,rejected,rejected,True,Pending in-state petitions,Biden,Approving air permits for Maya Energy and Fulcrum Counterpoint in an EJ community,Gary,IN,not listed; the projects named are in 46408 and 46406,primarily Black community,,yes,No,Gary Advocates for Responsible Development,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-10/01RNO-23-R5%20Complaint_Redacted.pdf,Write-up about them from an advocacy org: https://anthropocenealliance.org/gary-advocates-for-responsible-development/,,race, national origin,01rno-23-r5 complaint (pdf) (56.98 kb) 01rno-23-r5 rec rejection ltr (pdf) (232.72 kb),epa,,,,
fy22,06r-22-r4,active,both,mississippi dept. of health,2022-09-27,2023-06-13,259.0,pending: under investigation,pending,pending: under investigation,False,,Biden,"The water crisis in Jackson (""persistently unsafe and unreliable drinking water""",Jackson,MS,"Multiple, complaint is in 39215",majority Black residents ,,no,Yes,Residents; NAACP; Mississippi Center for Justice; Mississippi State Conference of the NAACP,,No,Yes,,Yes,3.0,"06r-22-r4, 07r-22-r4, 08r-22-r4",https://www.epa.gov/system/files/documents/2022-10/06R-22-R4%20Complaint_Redacted_0.pdf,,,race,,06r-22-r4 complaint (pdf) (1.85 mb) 06r-22-r4 exhibits (pdf) (13.71 mb) 06r-22-r4 declaration (pdf) (286.19 kb) 06r-22-r4 rec acceptance (pdf) (225.59 kb),epa,,,,
fy22,07r-22-r4,active,both,mississippi dept. of envir. quality,2022-09-27,2023-06-13,259.0,pending: under investigation,pending,pending: under investigation,False,,Biden,"The water crisis in Jackson (""persistently unsafe and unreliable drinking water""",Jackson,MS,"Multiple, complaint is in 39215",majority Black residents ,,yes,Yes,Residents; NAACP; Mississippi Center for Justice; Mississippi State Conference of the NAACP,,No,Yes,,Yes,3.0,"06r-22-r4, 07r-22-r4, 08r-22-r4",,,,race,,07r-22-r4 complaint (pdf) (1.85 mb) 07r-22-r4 exhibits (pdf) (13.71 mb) 07r-22-r4 declaration (pdf) (286.19 kb) 07r-22-r4 rec acceptance (pdf) (225.59 kb),epa,,,,
